Item Name,Unit,Qunatity Available,Quantity Purcahsed,Qunatity Sold,Qunatity Avaialble for sale,Valuation
Diode TVS 5KP130CA,Nos,0.0,50.0,50.0,0.0,0.0
Diode TVS P6KE30CA,Nos,0.0,75.0,75.0,0.0,0.0
Diode TVS SMD13CA,Nos,100.0,100.0,0.0,100.0,10430.0
"Diode TVS,18V 29.2V 3kW",Nos,0.0,205.0,205.0,0.0,0.0
"Diode TVS,18V 29.2V 5kW",Nos,0.0,200.0,200.0,0.0,0.0
"Diode TVS,30V,600W-9885439",Nos,0.0,100.0,100.0,0.0,0.0
Diode UF 4007 CDIL,Nos,0.0,4100.0,4100.0,0.0,0.0
Diode UF5408-Vishay,Nos,0.0,1250.0,1250.0,0.0,0.0
"Diode Zener 12V  500mW SOT123, MMSZ5242BT1G, ONSEMI",Nos,0.0,1000.0,1000.0,0.0,0.0
"Diode Zener 18V  500mW SOT123, MMSZ5248BT1G, ONSEMI",Nos,0.0,1000.0,1000.0,0.0,0.0
"Diode Zener 24V  500mW SOT123, MMSZ5252BT1G, ONSEMI",Nos,0.0,500.0,500.0,0.0,0.0
"Diode Zener, 3.6V, 0.3W 5% AZ23C3V6-G3-08, Vishay",Nos,0.0,500.0,500.0,0.0,0.0
"Diode Zener, AZ23C3V9-E3-08, Vishay",Nos,0.0,2000.0,2000.0,0.0,0.0
"Diode,6Vso, 4VAC, 485A,5KP6.0CA",Nos,0.0,12.0,12.0,0.0,0.0
"Diode/Rectifier, MDNA700P2200CC",Nos,5.0,18.0,13.0,5.0,103782.09999999999
"Diode/Rectifier,IRKD105/16",Nos,1.0,1.0,0.0,1.0,700.0
"Diode/Rectifier,IRKD380/22",Nos,2.0,2.0,0.0,2.0,11400.0
"Diode/Rectifier,SKKD 162/16",Nos,7.0,19.0,12.0,7.0,12214.0
"Diode/Rectifier,SKKD 210/16",Nos,0.0,2.0,2.0,0.0,0.0
"Diode/Rectifier,SKKD 380/16",Nos,0.0,33.0,33.0,0.0,0.0
"Diode/Rectifier,SKKD 46/16",Nos,17.0,68.0,51.0,17.0,9908.0
"Diode/Rectifier,SKKD380/22H4",Nos,6.0,6.0,0.0,6.0,47010.0
"Diode/Rectifier,SKKD701/22H4",Nos,4.0,19.0,15.0,4.0,74200.0
"Diode/Rectifier,SKXA 180M",Nos,2.0,2.0,0.0,2.0,69900.0
Dip Switch 8 Pin,Nos,33.0,38.0,5.0,33.0,264.0
Direct Handel For Sirco Cd,Nos,0.0,1.0,1.0,0.0,0.0
Directional Control Valve 6D 01-3207-03-02-B1-G0Q-51,Nos,0.0,1.0,1.0,0.0,0.0
Disc Capacitor 6 nF/25 KV,Nos,20.0,20.0,0.0,20.0,7000.0
"Display 7.1"" LCD HDMI",Nos,0.0,2.0,2.0,0.0,0.0
"Display Waveshare 7Inch Capacitive Touch Screen LCB, 800x480 HDMI Low Power",Nos,11.0,12.0,1.0,11.0,45575.420000000006
Distribution block PTFIX18X2.5 GY-3273308,Nos,0.0,36.0,36.0,0.0,0.0
Distrubtion Block Brown -3273318,Nos,12.0,19.0,7.0,12.0,2794.68
Distrubtion Block Green -3273316,Nos,0.0,10.0,10.0,0.0,0.0
Distrubtion Block Yellow  -3273314,Nos,2.0,3.0,1.0,2.0,428.0
Divyol Therm-600 (Make: Gandhar),Ltr,0.0,1260.0,1260.0,0.0,0.0
Dlink Switch Des -1005C,Nos,4.0,8.0,4.0,4.0,2305.08
"Document Pocket, 800, DRB800R5",Nos,3.0,3.0,0.0,3.0,2676.0
Doit Mini Ultra Small Size ESP-M3,Nos,0.0,3.0,3.0,0.0,0.0
"Door Fitting Channel 16""",Nos,0.0,2.0,2.0,0.0,0.0
"Door Fitting Channel 27""",Nos,0.0,2.0,2.0,0.0,0.0
Door Handle,Nos,0.0,43.0,43.0,0.0,0.0
"Door Handle 5""",Nos,0.0,27.0,27.0,0.0,0.0
Door Lock,Nos,0.0,5.0,5.0,0.0,0.0
"Double Ended Spanner 10x11, Taparia",Nos,6.0,10.0,4.0,6.0,140.25
"Double Ended Spanner 12x13, Taparia",Nos,7.0,10.0,3.0,7.0,199.5
"Double Ended Spanner 14x15, Taparia",Nos,5.0,5.0,0.0,5.0,200.0
"Double Ended Spanner 16x17, Taparia",Nos,4.0,4.0,0.0,4.0,208.0
"Double Ended Spanner 17x19, Taparia",Nos,6.0,6.0,0.0,6.0,247.59
"Double Ended Spanner 21x23, Taparia",Nos,5.0,5.0,0.0,5.0,338.0
"Double Ended Spanner 24x27, Taparia",Nos,2.0,3.0,1.0,2.0,256.0
"Double Ended Spanner 34x38, Taparia",Nos,0.0,0.0,0.0,0.0,0
"Dowty Seal 1""",Nos,26.0,40.0,14.0,26.0,1040.0
"Dowty Seal 1/2""",Nos,100.0,417.0,317.0,100.0,1800.0
"Dowty Seal 1/4""",Nos,49.0,95.0,46.0,49.0,637.0
"Dowty Seal 3/4""",Nos,166.0,265.0,99.0,166.0,4632.0
"Dowty Seal 3/8""",Nos,75.0,170.0,95.0,75.0,1125.0
"Draw Bar Rod,φ15",Kg,27.0,111.0,84.0,27.0,1313.55
"Draw Bar Rod,φ16",Kg,0.0,90.35,90.35,0.0,0.0
"Draw Bar Rod,φ18",Kg,9.99,22.34,12.35,9.99,649.35
"Draw Bar Rod,φ22",Kg,0.0,5.3,5.3,0.0,0.0
"Draw Bar Rod,φ25",Kg,12.0,193.7,181.7,12.0,972.0
"Draw Bar Rod,φ30",Kg,14.5,461.26,446.76,14.5,1174.5
"Draw Bar Rod,φ40",Kg,54.0,273.0,219.0,54.0,4428.0
"Draw Bar Rod,φ50",Kg,37.0,387.0,350.0,37.0,3034.0
"Draw Bar Rod,φ6",Kg,0.0,8.015,8.015,0.0,0.0
"Draw Bar Rod,φ6 (pcs)",pcs,0.0,10.0,10.0,0.0,0.0
"Draw Square Rod,38x38",Kg,0.0,2400.0,2400.0,0.0,0.0
Drawer Channel 450 mm (18”)-Zn,Pcs,0.0,15.0,15.0,0.0,0.0
"Drill Bit 1/2""",Nos,0.0,5.0,5.0,0.0,0.0
Drill Bit 3.3 mm,Nos,67.0,396.0,329.0,67.0,1732.5520000000001
Drill Bit 3/16,Nos,0.0,1.0,1.0,0.0,0.0
Drill Bit 4.3mm,Nos,70.0,216.0,146.0,70.0,9274.0
Drill Bit Hammer 10x200 mm,Nos,2.0,2.0,0.0,2.0,700.0
Drill Bit Hammer 14 mm,Nos,0.0,2.0,2.0,0.0,0.0
Drill Bit Hammer 16x160 mm,Nos,0.0,1.0,1.0,0.0,0.0
Drill Bit Hammer 6x160 mm,Nos,2.0,4.0,2.0,2.0,360.0
Drill Bit Hammer 8x200 mm,Nos,0.0,2.0,2.0,0.0,0.0
Drill bit HSS 20.5 mm,Nos,0.0,1.0,1.0,0.0,0.0
Drill Bit � 7.5 mm,Nos,21.0,31.0,10.0,21.0,2184.3199999999997
Drill Bit �1 mm,Nos,38.0,39.0,1.0,38.0,1870.2
Drill Bit �1.5 mm,Nos,54.0,79.0,25.0,54.0,883.12
Drill Bit �10 mm,Nos,23.0,32.0,9.0,23.0,10541.6
Drill Bit �10 mm Extra Long,Nos,0.0,1.0,1.0,0.0,0.0
Drill Bit �10 mm Extra Long,Nos,0.0,1.0,1.0,0.0,0.0
Drill Bit �10.5 mm,Nos,2.0,19.0,17.0,2.0,1397.4
Drill Bit �11 mm,Nos,9.0,29.0,20.0,9.0,6653.7
Drill Bit �11.5 mm Extra Long-200mm,Nos,0.0,3.0,3.0,0.0,0.0
Drill Bit �11.6 mm,Nos,0.0,2.0,2.0,0.0,0.0
Drill Bit �12 mm,Nos,8.0,22.0,14.0,8.0,5914.8
Drill Bit �12 mm Extra Long,Nos,1.0,1.0,0.0,1.0,2504.0
Drill Bit �12.2 mm,Nos,0.0,1.0,1.0,0.0,0.0
Drill Bit �12.3 mm,Nos,0.0,1.0,1.0,0.0,0.0
Drill Bit �12.5 mm,Nos,11.0,29.0,18.0,11.0,10855.9
Drill Bit �12.7 mm,Nos,9.0,15.0,6.0,9.0,3243.2200000000003
Drill Bit �13 mm,Nos,9.0,12.0,3.0,9.0,3449.0600000000004
Drill Bit �13.5 mm,Nos,0.0,2.0,2.0,0.0,0.0
Drill Bit �14 mm,Nos,2.0,15.0,13.0,2.0,1132.28
Drill Bit �15 mm,Nos,2.0,4.0,2.0,2.0,1579.64
Drill Bit �15.5 mm,Nos,1.0,1.0,0.0,1.0,818.4
Drill Bit �16 mm,Nos,2.0,3.0,1.0,2.0,5092.0
Drill Bit �16 mm Extra Long,Nos,1.0,1.0,0.0,1.0,3638.0
Drill Bit �16.5 mm,Nos,3.0,5.0,2.0,3.0,2308.3199999999997
Drill Bit �18 mm,Nos,1.0,2.0,1.0,1.0,3217.0
Drill Bit �2 mm,Nos,69.0,115.0,46.0,69.0,1124.5
Drill Bit �2.5 mm,Nos,107.0,263.0,156.0,107.0,6409.3
Drill Bit �20 mm,Nos,0.0,2.0,2.0,0.0,0.0
Drill Bit �20.5 mm,Nos,1.0,1.0,0.0,1.0,1208.8
Drill Bit �22 mm,Nos,1.0,2.0,1.0,1.0,1420.18
Drill Bit �25 mm,Nos,1.0,2.0,1.0,1.0,2054.62
Drill Bit �29 mm,Nos,0.0,1.0,1.0,0.0,0.0
Drill Bit �3 mm,Nos,125.0,173.0,48.0,125.0,4293.5599999999995
Drill Bit �3.1 mm,Nos,0.0,14.0,14.0,0.0,0.0
Drill Bit �3.4 mm,Nos,0.0,9.0,9.0,0.0,0.0
Drill Bit �3.5 mm,Nos,53.0,59.0,6.0,53.0,1309.44
Drill Bit �3.6 mm,Nos,28.0,58.0,30.0,28.0,993.9999999999999
Drill Bit �35 mm,Nos,0.0,1.0,1.0,0.0,0.0
Drill Bit �4 mm,Nos,72.0,79.0,7.0,72.0,2313.648
Drill Bit �4.1 mm,Nos,50.0,102.0,52.0,50.0,1761.28
Drill Bit �4.6 mm,Nos,33.0,47.0,14.0,33.0,1812.1999999999998
Drill Bit �5 mm,Nos,42.0,62.0,20.0,42.0,5301.72
Drill Bit �5.1 mm,Nos,52.0,135.0,83.0,52.0,9778.6
Drill Bit �5.3 mm,Nos,48.0,79.0,31.0,48.0,9580.0
Drill Bit �5.6 mm,Nos,0.0,2.0,2.0,0.0,0.0
Drill Bit �5.8 mm,Nos,25.0,42.0,17.0,25.0,1815.0
Drill Bit �50 mm,Nos,0.0,1.0,1.0,0.0,0.0
Drill Bit �6 mm,Nos,27.0,70.0,43.0,27.0,1778.4
Drill Bit �6 mm Extra Long,Nos,0.0,1.0,1.0,0.0,0.0
Drill Bit �6.1 mm,Nos,20.0,20.0,0.0,20.0,4694.0
Drill Bit �6.2 mm,Nos,0.0,10.0,10.0,0.0,0.0
Drill Bit �6.3 mm,Nos,16.0,51.0,35.0,16.0,4112.0
Drill Bit �6.5 mm,Nos,33.0,36.0,3.0,33.0,5398.064
Drill Bit �6.8 mm,Nos,45.0,101.0,56.0,45.0,4201.14
Drill Bit �7 mm,Nos,12.0,27.0,15.0,12.0,3796.072
Drill Bit �7.0 mm,Nos,20.0,20.0,0.0,20.0,6578.0
Drill Bit �7.0 mm,Nos,20.0,20.0,0.0,20.0,6578.0
Drill Bit �7.1 mm,Nos,0.0,1.0,1.0,0.0,0.0
Drill Bit �7.8 mm,Nos,0.0,1.0,1.0,0.0,0.0
Drill Bit �8 mm,Nos,21.0,32.0,11.0,21.0,7030.1
Drill Bit �8.5 mm,Nos,20.0,79.0,59.0,20.0,9992.0
Drill Bit �9 mm,Nos,12.0,22.0,10.0,12.0,2067.2000000000003
Drill Bit �9.8 mm,Nos,0.0,1.0,1.0,0.0,0.0
Drill center (HSS) 2.5x6.3mm,Nos,13.0,18.0,5.0,13.0,1821.8
Drill center (HSS) 8x3.15mm,Nos,5.0,20.0,15.0,5.0,1410.5
"Drill Chuck 1/2"" Grip",Nos,2.0,20.0,18.0,2.0,2700.0
"Drill Chuck arbor 1/2"" Grip",Nos,2.0,13.0,11.0,2.0,700.0
"Drill chuck keyless 1/2 """,pcs,1.0,2.0,1.0,1.0,2300.0
"Drill chuck keyless 5/8 """,pcs,0.0,1.0,1.0,0.0,0.0
Drill HSS 12mm-addison,Nos,12.0,12.0,0.0,12.0,3588.48
Drill Machine shaft & Spidle,Nos,2.0,2.0,0.0,2.0,4000.0
"Drill Machine, Gbm-350, Bosch",Nos,0.0,1.0,1.0,0.0,0.0
"Drill Machine, GSB20-2RE, Bosch",Nos,0.0,0.0,0.0,0.0,0
"Drill Machine-Button Holder, Bosch",Nos,0.0,6.0,6.0,0.0,0.0
"Drill Machine-Button, Bosch",Nos,0.0,5.0,5.0,0.0,0.0
"Drill Machine-Carbon, Bosch",Nos,0.0,5.0,5.0,0.0,0.0
Drill Sleeve-2/3,Nos,0.0,1.0,1.0,0.0,0.0
"Drill-13x250mm,Extra Long",Nos,1.0,1.0,0.0,1.0,1329.35
"Drill-7x250mm,Extra Long",Nos,0.0,1.0,1.0,0.0,0.0
Driver LED Light,Nos,0.0,6.0,6.0,0.0,0.0
"DTECH 6 feet USB 2.0 to RS 232 DB9 Female serial adapater cable supports Windows 10, 8, 7, mac, Linux(1.8m) B07H7J1DL4 (3T-S25Z-FSZV)",NOS,8.0,15.0,7.0,8.0,5784.4
"Dtech USB 2.0 to RS232 DB9  Female Serial Cable, RTS",Nos,0.0,2.0,2.0,0.0,0.0
Duco putty,Kg,20.0,170.0,150.0,20.0,4900.0
Duco Thinner,Ltr,20.0,380.0,360.0,20.0,3100.0
"Duplex chain 1""x3mtrs",Nos,1.0,1.0,0.0,1.0,6850.0
Duplex chain 5/8x3mtrs,Nos,1.0,1.0,0.0,1.0,2347.0
"Duplex chain sprocket 1""x17T",Nos,1.0,1.0,0.0,1.0,1320.0
"Duplex chain sprocket 1""x38T",Nos,1.0,1.0,0.0,1.0,5030.0
Duplex chain sprocket SPR-5/8x28T,Nos,1.0,1.0,0.0,1.0,865.0
Duplex chain sprocket SPR-5/8x60T,Nos,1.0,1.0,0.0,1.0,3130.0
Dyna Cushion Baloon,pcs,0.0,2.0,2.0,0.0,0.0
Dynamic Braking  Resistors (DBR)1 k /500W/5%Sure Resistors,Nos,4.0,72.0,68.0,4.0,3200.0
Dynamic Braking  Resistors (DBR)10E /50W/5%Sure Resistors,Nos,0.0,2.0,2.0,0.0,0.0
Dynamic Braking  Resistors (DBR)1E /100W/5%Sure Resistors,Nos,0.0,36.0,36.0,0.0,0.0
Dynamic Braking  Resistors (DBR)1E /50W/5%Sure Resistors,Nos,0.0,9.0,9.0,0.0,0.0
Dynamic Braking  Resistors (DBR)1E5 /250W/10%Sure Resistors,Nos,8.0,9.0,1.0,8.0,4400.0
Dynamic Braking  Resistors (DBR)1K/1500W/5%Sure Resistors,Nos,14.0,18.0,4.0,14.0,18830.0
Dynamic Braking  Resistors (DBR)250E /500W/10%Sure Resistors,Nos,3.0,3.0,0.0,3.0,2250.0
Dynamic Braking  Resistors (DBR)2E/1500W/5%Sure Resistors,Nos,2.0,8.0,6.0,2.0,4200.0
Dynamic Braking  Resistors (DBR)400 E/1500W/5%Sure Resistors,Nos,8.0,8.0,0.0,8.0,10560.0
Ear Plug,Nos,75.0,177.0,102.0,75.0,750.0
Ear Plug,Nos,75.0,177.0,102.0,75.0,750.0
Earthing Cable 1.5 sq. mm Yellow/GreenLapp,Mtr,466.0,900.0,434.0,466.0,8885.68
Earthing Cable 10 sq. mmYellow/GreenLapp,Mtr,100.0,300.0,200.0,100.0,9117.0
Earthing Cable 16 sq. mmYellow/GreenLapp,Mtr,496.0,600.0,104.0,496.0,104966.84
Earthing Cable 2.5 sq. mmYellow/GreenLapp,Mtr,970.0,1240.0,270.0,970.0,33565.8
Earthing Cable 4.0 sq. mmYellow/GreenLapp,Mtr,400.0,2155.0,1755.0,400.0,13707.0
Earthing Set Lead,Nos,0.0,1.0,1.0,0.0,0.0
"Eaton Auxilary Switch NHI11-PKZ0 - 072896,NHI11-PKZ0 - Standard auxiliary contact, 1 N/O, 1 NC",Nos,2.0,14.0,12.0,2.0,825.0
"Eaton Auxiliary Contact - 1NC + 1NO, 2 Contact, DIN Rail Mount, 3 A ac, 500 mA dc",Nos,0.0,22.0,22.0,0.0,0.0
"Eaton Contactor relay,DILER-31-G(24VDC) 24 V DC, N/O = Normally open: 3 N/O, N/C = Normally closed: 1 NC, Screw terminals, DC operation",Nos,0.0,4.0,4.0,0.0,0.0
Eaton Emergency Stop Switch 263467,Nos,1.0,9.0,8.0,1.0,234.5
Eaton Led Element  Red 216558,Nos,0.0,3.0,3.0,0.0,0.0
Eaton Led Element Green 220V AC/Dia-22mm/60Hz,Nos,2.0,15.0,13.0,2.0,290.0
Eaton Led Element White 216557,Nos,1.0,5.0,4.0,1.0,70.5
Eaton Led Element White 220V AC/Dia-22mm/60Hz,Nos,0.0,8.0,8.0,0.0,0.0
Eaton Light indicator Yellow Make M22 L-Y 216774,Nos,0.0,8.0,8.0,0.0,0.0
Eaton M22-K10 Push Button Contact Block,Nos,0.0,10.0,10.0,0.0,0.0
"Eaton Make Contact No 216376,Contact element Eaton 216376 - M22-K10",Nos,0.0,15.0,15.0,0.0,0.0
Eaton Make Fasterning Element 216374,Nos,0.0,25.0,25.0,0.0,0.0
Eaton Make Light Indicator Blue M22 L-R 216775,Nos,0.0,8.0,8.0,0.0,0.0
Eaton Make Light Indicator Red M22 L-R 216772,Nos,1.0,33.0,32.0,1.0,145.0
"Eaton Make M22-XAK11-121085,Emergency stop labels",Nos,5.0,6.0,1.0,5.0,855.0
"Eaton MCCB,3P, 25A, 415VAC, 50/60Hz,",Nos,0.0,4.0,4.0,0.0,0.0
Eaton Single Piole Switch  10A 278557,Nos,10.0,59.0,49.0,10.0,3045.0
Eaton Single Pole Swith 6A 278529,Nos,0.0,25.0,25.0,0.0,0.0
Eaton Switch  3 Positon 216872,Nos,9.0,9.0,0.0,9.0,1291.5
"EatonAux. Contact 286054,Eaton Auxiliary Contact - 1NC + 1NO, 2 Contact, DIN Rail Mount, 3 A ac, 500 mA dc",Nos,0.0,22.0,22.0,0.0,0.0
"Elbow 1/2"" Hydrolic 90deg bend",Nos,0.0,0.0,0.0,0.0,0
"Elbow 3/4"" Hydrolic",Nos,0.0,27.0,27.0,0.0,0.0
"Elbow 4""",Nos,0.0,2.0,2.0,0.0,0.0
"Elbow HEX 1/4X1/4""",Nos,0.0,2.0,2.0,0.0,0.0
Electric Controller 48V-e rickshaw,Nos,0.0,1.0,1.0,0.0,0.0
Electric Motor 1000W-e rickshaw,Nos,0.0,1.0,1.0,0.0,0.0
Electrical SOCKET 6A MODULAR,Nos,0.0,4.0,4.0,0.0,0.0
Electrical Switch 6A MODULAR,Nos,10.0,48.0,38.0,10.0,200.0
Electrical Switchboard Box 8MM,Nos,0.0,2.0,2.0,0.0,0.0
Electrical Switchboard Cover 8MM,Nos,0.0,2.0,2.0,0.0,0.0
Electrical Terminal 125PCDX M6,Nos,0.0,2.0,2.0,0.0,0.0
Electrolytic capacitor Radial type 1 uf/ 63 V,Nos,500.0,800.0,300.0,500.0,375.0
Electrolytic capacitor Radial type 1 uf/ 63 V,Nos,500.0,800.0,300.0,500.0,375.0
Electrolytic capacitor Radial type 100 uf / 500V,Nos,40.0,50.0,10.0,40.0,1960.0
Electrolytic capacitor Radial type 100MFD/450 V,Nos,23.0,23.0,0.0,23.0,1380.0
Electrolytic capacitor Radial type 10MFD/450 V,Nos,170.0,198.0,28.0,170.0,951.9999999999999
Electrolytic capacitor Radial type 47 uF/ 63 V,Nos,500.0,2000.0,1500.0,500.0,1550.0
Electrolytic capacitor Radial type 470 uf / 450V,Nos,107.0,137.0,30.0,107.0,25960.0
Electrolytic capacitor Radial type 4700 uf / 50V,Nos,93.0,126.0,33.0,93.0,5812.5
Electrolytic capacitor Radial type 4700/35 V,Nos,100.0,170.0,70.0,100.0,3520.0000000000005
Electrolytic capacitor Radial type 4700uf/63 V,Nos,0.0,5.0,5.0,0.0,0.0
Electrolytic capacitor Radial type 470uf/63 V Keltron,Nos,0.0,200.0,200.0,0.0,0.0
Electrolytic capacitor Radial type 47MFD/450 V,Nos,35.0,44.0,9.0,35.0,875.0
Electrolytic capacitor Radial type 680uF/450 V Rubycon,Nos,0.0,15.0,15.0,0.0,0.0
Electromagnetic Flowmeter (6-60 M/HR),Nos,1.0,1.0,0.0,1.0,27084.0
Elfy 2 gram,Nos,8.0,649.0,641.0,8.0,75.2
Elfy 20 Gram,Nos,40.0,176.0,136.0,40.0,3530.0
Emergency Guard,Nos,0.0,0.0,0.0,0.0,0
Emergency Guard for Harsh Environment Push Button,Nos,0.0,1.0,1.0,0.0,0.0
Emergency Stop Cover M22-XGPV Eaton,Nos,0.0,8.0,8.0,0.0,0.0
"Emergency stop labels, 90MM, ZBY8330",Nos,9.0,13.0,4.0,9.0,2511.0
Emergency Stop Switch+NC Block+Box A22-RPV/KC1/1Y Eaton,Nos,1.0,4.0,3.0,1.0,865.0
"Emergency Stopper Box ( 1way ),XALD01 , Schineder",Nos,6.0,29.0,23.0,6.0,2649.6000000000004
Emergency Switch (RED)3SB54000C/NC-Siemens,Nos,5.0,12.0,7.0,5.0,1092.0
Emergency Switch (RED)XB5AS542N,Nos,10.0,56.0,46.0,10.0,1752.4
Emergency Switch (RED)XB7ES542P,Nos,0.0,2.0,2.0,0.0,0.0
Emery Belt 6x48( Round)-150x1220 Grit 60,Nos,0.0,91.0,91.0,0.0,0.0
Emery Belt Roll 100x50 mtr Grit60,Pkt,1.0,3.0,2.0,1.0,1650.0
"Emery Flamp Disk 4""x16x60 Grit (Bosch)",Nos,140.0,3313.0,3173.0,140.0,3500.0
Emery Paper 100 No,Nos,270.0,3500.0,3230.0,270.0,4320.0
Emery Paper 1000 No,Nos,0.0,15.0,15.0,0.0,0.0
Emery Paper 150 No,Nos,100.0,1236.0,1136.0,100.0,1600.0
Emery Paper 2000 No,Nos,82.0,229.0,147.0,82.0,1148.0
Emery Paper 220No,Nos,325.0,1873.0,1548.0,325.0,5200.0
Emery Paper 320 No,Nos,94.0,143.0,49.0,94.0,1457.0
Emery Paper 80 No,Nos,0.0,9.0,9.0,0.0,0.0
EN 24 Rod 270 mm,Kg,0.0,129.0,129.0,0.0,0.0
EN 24 Rod 295 mm,Kg,0.0,39.1,39.1,0.0,0.0
EN 24 Rod 36 mm,Kg,0.0,43.2,43.2,0.0,0.0
EN 24 Rod 65 mm,Kg,0.0,38.25,38.25,0.0,0.0
EN 31 Rod 50 mm,Kg,0.0,151.6,151.6,0.0,0.0
EN 31 Rod 63 mm,Kg,0.0,50.6,50.6,0.0,0.0
EN 31 Rod 75 mm,Kg,69.9,139.9,70.0,69.9,7409.400000000001
EN 8 Rod 50 mm,Kg,67.0,244.0,177.0,67.0,5762.0
EN-24 Square 400x400x80 mm,Kgs,0.0,212.3,212.3,0.0,0.0
EN-31 Plate Machined-6 nos,Kg,0.0,103.6,103.6,0.0,0.0
EN24 Bar Rod 32 mm,Kg,0.0,0.0,0.0,0.0,0
EN24 Rod 20mm,Kg,15.0,151.65,136.65,15.0,855.0
"EN24 Rod,φ32",Kg,0.0,155.8,155.8,0.0,0.0
"EN8 Square Rod,75x75",Kg,0.0,20.4,20.4,0.0,0.0
EN8D 125 mm,Kg,0.0,521.5,521.5,0.0,0.0
EN8D 168 mm,Kg,0.0,289.8,289.8,0.0,0.0
EN8D 180mm,Kg,0.0,204.4,204.4,0.0,0.0
EN8D 180mm,Kg,0.0,204.4,204.4,0.0,0.0
EN8D 50mm,Kg,0.0,216.66,216.66,0.0,0.0
EN8D 63 mm,Kg,49.0,98.4,49.4,49.0,3724.0
EN8D Rod 40mm,Kg,0.0,75.57,75.57,0.0,0.0
EN8D Rod 75 mm,Kg,0.0,5.6,5.6,0.0,0.0
Enamel Black Paint,Ltr,0.0,88.0,88.0,0.0,0.0
Enamel Blue Paint RAL 5013,Ltr,4.0,9.0,5.0,4.0,1120.0
Enamel Blue Paint RAL 5024,Ltr,0.0,24.0,24.0,0.0,0.0
Enamel Brown Paint,Ltr,0.0,20.0,20.0,0.0,0.0
Enamel Bus Green Paint,Ltr,4.0,8.0,4.0,4.0,780.0
"Enamel Concrete Grey, RAL 7023",Ltr,0.0,40.0,40.0,0.0,0.0
Enamel Golden Yellow Paint,Ltr,8.0,24.0,16.0,8.0,2040.0
Enamel Light Yellow Paint (Mixing Colour RF Room Inner),Ltr,40.0,40.0,0.0,40.0,8400.0
Enamel Orange Paint,Ltr,4.0,4.0,0.0,4.0,960.0
"Enamel Oyster White, RAL 1013",Ltr,0.0,60.0,60.0,0.0,0.0
Enamel Paint SD-2268,Ltr,0.0,16.0,16.0,0.0,0.0
Enamel PO Red Paint,Ltr,0.0,9.0,9.0,0.0,0.0
Enamel Primer Red oxide,Ltr,0.0,120.0,120.0,0.0,0.0
Enamel White Paint,Ltr,0.0,40.0,40.0,0.0,0.0
Enclosure 1000x1400x300 mm 1114500 Rittal M/S AE,Nos,0.0,7.0,7.0,0.0,0.0
Enclosure 200 x 300 x 155mm (AE-1035500) Rittal,Nos,1.0,13.0,12.0,1.0,3080.0
Enclosure 260X160X90 mm-011626098 Rose AL,Nos,6.0,33.0,27.0,6.0,31980.0
Enclosure 380x380x210 mm 1006600 Rittal S/S AE1006,Nos,1.0,3.0,2.0,1.0,10632.88
"Enclosure 600X800X24U,",Nos,0.0,6.0,6.0,0.0,0.0
Enclosure 600X800X27U,Nos,0.0,3.0,3.0,0.0,0.0
Enclosure 800x600x1800 mm-8886500 TS8886 Rittal,Nos,0.0,1.0,1.0,0.0,0.0
Enclosure Case 400X600X600,Nos,0.0,1.0,1.0,0.0,0.0
"Enclosure MS Multiflex Floor standing 2000(H)x1200(W)x800(D) both side double door, No mounting Plate RAL-7035",Nos,0.0,1.0,1.0,0.0,0.0
Enclosure Rittal RiCase 3750.610-(6U) 482.6x299.9x420mm,Nos,4.0,6.0,2.0,4.0,75700.0
"Enclosure-Box 300mm x 300mm x 120mm 
Part # 1555.500 EB",Nos,8.0,18.0,10.0,8.0,13675.2
Enclosure-Box 400mm x 500mm x 210mm Part # 1045500,Nos,0.0,2.0,2.0,0.0,0.0
End Clamp Stopper-Elmex,Nos,275.0,981.0,706.0,275.0,2062.5
"End Cover for 4-10 mm Sq Terminal-3003020
Terminal Block Tools & Accessories END COVER GRY",Nos,0.0,10.0,10.0,0.0,0.0
"End Mill Cutter 1/4"" Carbide",Nos,0.0,3.0,3.0,0.0,0.0
"End Mill Cutter 1/4"",",Nos,2.0,2.0,0.0,2.0,876.0
End Mill Cutter 10 mm Carbide,Nos,4.0,12.0,8.0,4.0,15304.0
End Mill Cutter 10mm,Nos,6.0,9.0,3.0,6.0,3322.7999999999997
End Mill Cutter 12mm,Nos,5.0,7.0,2.0,5.0,2812.57
"End Mill Cutter 12mm,Carbide",Nos,3.0,13.0,10.0,3.0,13686.0
End Mill Cutter 14 mm,Nos,2.0,4.0,2.0,2.0,1419.6
End Mill Cutter 14 mm Carbide,Nos,2.0,5.0,3.0,2.0,7363.8
End Mill Cutter 15 mm,Nos,2.0,5.0,3.0,2.0,5084.01
End Mill Cutter 15 mm Carbide,Nos,2.0,3.0,1.0,2.0,8733.56
End Mill Cutter 16 mm,Nos,1.0,2.0,1.0,1.0,1504.0
End Mill Cutter 18 mm,Nos,0.0,0.0,0.0,0.0,0
End Mill Cutter 20 mm,Nos,0.0,2.0,2.0,0.0,0.0
End Mill Cutter 25 mm,Nos,0.0,1.0,1.0,0.0,0.0
End Mill Cutter 3 mm,Nos,5.0,21.0,16.0,5.0,3300.38
End Mill Cutter 3mm Carbide,Nos,4.0,14.0,10.0,4.0,1981.8899999999999
End Mill Cutter 4mm,Nos,6.0,23.0,17.0,6.0,2597.04
